gene_id,Cell type,9JD4 B Memory,9JD4 B Naive,9JD4 Basophils LD,9JD4 CD4+ effector,9JD4 CD8 activated,9JD4 MAIT,9JD4 mDCs,9JD4 Monocytes C,9JD4 Monocytes NC+I,9JD4 Naive T cells,9JD4 Neutrophils LD,9JD4 NK,9JD4 pDCs,9JD4 Plasmablasts,9JD4 VD2-,9JD4 VD2+,925L B Memory,925L B Naive,925L Basophils LD,925L CD4+ effector,925L CD8 activated,925L MAIT,925L mDCs,925L Monocytes C,925L Monocytes NC+I,925L Naive T cells,925L Neutrophils LD,925L NK,925L pDCs,925L Plasmablasts,925L VD2-,925L VD2+,DZQV B Memory,DZQV B Naive,DZQV Basophils LD,DZQV CD4+ effector,DZQV CD8 activated,DZQV MAIT,DZQV mDCs,DZQV Monocytes C,DZQV Monocytes NC+I,DZQV Naive T cells,DZQV Neutrophils LD,DZQV NK,DZQV pDCs,DZQV Plasmablasts,DZQV VD2-,DZQV VD2+,G4YW B Memory,G4YW B Naive,G4YW Basophils LD,G4YW CD4+ effector,G4YW CD8 activated,G4YW MAIT,G4YW mDCs,G4YW Monocytes C,G4YW Monocytes NC+I,G4YW Naive T cells,G4YW Neutrophils LD,G4YW NK,G4YW pDCs,G4YW Plasmablasts,G4YW VD2-,G4YW VD2+
KIRREL3,pDCs,0.6007769231,0.6195206186,5.8304,0.9659528226,4.7772799278,0.459,6.0538,1.065,1.5971987395,0.5268909601,3.0669,3.2313,61.7171,0.2296,0.3885,0.6822,0.6075966212,2.0547333165,3.7606,1.1331450705,0.5449748429,0.7252,7.807,0.6361,1.6207184211,0.8649984918,7.2063,6.7144,65.2269,0.0943,2.854,2.585,0.8099008043,1.2204885387,15.0439,0.7812135413,1.3460532651,0.5006,3.1448,1.2434,1.0185306452,1.4386870413,2.3059,3.8934,112.9144,0.2158,0.8364,0.246,0.349445933,0.4445810101,9.6873,0.8000272939,0.8236100755,0.9061,0.8595,1.4525,1.348125731,0.5766611325,7.818,2.5538,117.2812,0.6777,1.5828,0.5703
KLHL13,pDCs,0,0.119004811,1.6672,0.264117157,0,0,0,0,0.0234071429,2.0458239235,0,1.1989,13.7854,0,0,0,1.1190017783,0,4.1236,0.9336723163,0.0565590601,0,1.4008,0.6286,0,0.9098452459,0,0.3636,22.0084,0,0,0,0.8964879357,0,1.671,0.4020037412,0.0334413847,0,0.039,0,0,0.3129016132,0,0,16.7601,0,0,0,0.0417186603,0.0141321212,3.6074,0.262905859,1.0856758849,0,3.6188,0.3884,0,2.3895467179,0,0.3381,10.3611,0.175,1.244,0.0826
KLHL33,pDCs,1.3831692308,1.640356701,1.2409,0.9033523323,0.9385322829,0.685,0.824,0.6297,0.9221743697,1.532093122,1.0342,1.2076,29.3059,0.1763,1.4904,0.8163,0.9733004149,1.5039082463,1.1674,0.7756424128,0.7087322694,1.4318,0.9116,0.7148,0.7908973684,1.5150271475,1.0964,1.4824,25.3165,0.0912,0.4553,1.0918,0.7074193029,1.8827366189,2.5182,0.9031104158,1.1699390244,1.1474,0.8312,1.0766,0.6211951613,1.2473605035,0.7023,1.317,24.7845,0.1062,1.0089,0.567,0.6163856459,1.5552654545,1.5346,1.0728770781,1.0337297546,0.8998,0.5844,0.7542,0.5599842105,1.3920244697,1.1103,1.0488,53.4234,0.1336,1.1466,0.7679
KLRB1,MAIT,0.2674303167,1.0271611684,0.1119,59.180438177,14.483830445,600.048,0.1476,0,1.2359831933,1.7165893376,0.4009,183.609,0.443,0.3125,141.356,213.866,0.8662400711,0.9571339719,0.7562,135.15848977,71.025569264,655.103,0,0,1.4815026316,1.1470296393,0,144.977,1.863,0.328,121.388,213.114,3.5509466488,4.0001425788,0,92.647975718,79.041337766,462.1,0,0,3.5225306452,5.5691418011,1.5563,179.094,0.9638,0.3378,43.823,311.571,3.4071526316,3.2031371717,0.266,129.76597497,51.233414983,743.821,0.1698,0,0.9451736842,2.9672591615,0.0971,146.175,0.7288,0.2745,119.19,396.847
KLRC1,VD2+,5.1003868778,3.3420549828,5.4188,5.0331401866,68.644297161,10.3836,2.3721,2.9271,6.1329668067,4.7671425426,7.6857,258.2417,1.8772,0.7763,48.0292,403.6285,4.5652075282,3.9169917321,4.1816,4.4952967558,63.197980824,131.3206,4.6501,2.0219,6.4029210526,12.708259279,6.3048,367.2718,0.5683,0,392.7532,804.0083,5.3176477212,9.8852318052,4.5912,8.546762356,74.682490716,29.1874,3.8118,3.8332,5.8827612903,2.7313916859,4.5454,453.8086,1.3017,0.5635,64.2233,758.1435,5.9355794258,8.1662208081,10.5618,4.5902174536,29.305382114,58.0985,2.754,2.1525,4.1259883041,4.7379119091,8.3474,268.8194,1.7387,0.5027,53.1949,301.7938
KRT5,pDCs,0,0,0,0.1093358988,0,0,0,1.0382,0,0,0,2.3149,132.7686,0.1509,0,0,0,0,0.4928,0,0,0,0,0,0.5693184211,0,0,0,22.2005,0,0.1569,0,0,0.2836308883,0,0,0.3529862313,0,0,0,0,0.3460228683,0,0,233.6497,0,0.5025,0,0.031322488,0,0,0,0.0198183105,0,0,0,0.3044078947,0,0,0,102.2015,0,0.8105,0.3814
KRT8P5,pDCs,0.0181176471,0,0,0,0,0,0,0,0,0,0,0,18.5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3717,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5887,0,0,0
KRT23,Neutrophils LD,0.2349918552,0.5685223368,1.5479,0.0129415501,0,1.6185,0.5379,6.3019,0.8979701681,0,317.4117,0,0,0.1424,0,0,0.0835945465,0,0.7355,0.0690816184,0,2.166,0,1.5946,0.3183473684,0,90.1972,0,0,0,0.8943,0,0.3117747989,0.8830266476,0.9577,0.593672944,0,1.0928,0.1779,3.6648,0.6756322581,0,162.9065,0,0,0,0,0,0,0.9465672727,0,0.0453824573,0.153220387,0.0851,0,0.7039,0.2171637427,0,152.5606,1.8218,0.2095,0,0,0
KRT73-AS1,Naive T cells,0.4342968326,0.1209003436,0.3797,1.051162062,0.0890776629,0,0.053,0.1127,0.1572218487,6.5590669965,0.1896,0.0858,0.1254,0,0.0928,1.5238,0.1637054535,0.2083662081,0.2388,3.454790438,0.2827948731,0.0321,0.1088,0.1764,0.1401815789,14.39749941,0.1651,1.8774,0.2427,0.0152,1.5,0.0893,0.0167565684,0.081906361,0.6907,3.4973885711,1.2331819827,0.4544,0.0257,0.2408,0.1423790323,13.075903404,0.0321,0.9814,0.0843,0.0119,1.223,0.3766,0.0877803828,0.1579478788,0,1.8049269102,2.9866492213,0.3893,0.0298,0.182,0.0593567251,30.324967079,0.106,1.7471,0.1451,0.0165,0.8789,0.8779
KRT81,Basophils LD,0,0.0223037801,25.776,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0.0807279194,0.0477061937,32.6698,0,0,0,0,0,0.0370815789,0,0,0.3374,0.5447,0,0,0,0,0.1266838968,22.9607,0.0100411204,0.2229551534,0,0,0,0.0976048387,0,0,2.3588,0,0,0.0925,0,0,0,52.0861,0,0.0134013686,0,0,0,0.2081067251,0,0,2.8048,0.1742,0,0.1684,0
KY,Neutrophils LD,0.1716764706,0.0590453608,8.6773,0.0777369872,0.0542692762,0,0.0711,0.3839,0.3797436975,0.1694975707,71.106,0.0328,1.6,0.2073,0.0715,0.0299,0.6278948429,0.1850717465,9.7664,0.1846735486,0.0628243277,0.7563,0.0246,0.2434,0.3923921053,0.3404474098,25.0512,0.6649,0.2654,0.0576,0.0675,0.0247,0.0609541555,0.0927582808,7.3836,0.0296484108,0.4729297404,0.1799,0.0467,0.0592,0.0564241935,0.052887059,26.2422,0,0.0771,0,0.0402,0.0408,0.0385861244,0.151359798,9.3623,0.1713907147,0.0315432043,0,0.0542,0.6091,0.5705070175,0.0482837481,67.5185,0.3899,0.0259,0,0.0335,0.1322
LAMB2,mDCs,0,0.6937749141,0.6034,0,0,0,12.4101,12.3422,4.7874478992,0,0,0,5.2165,0,0,0,0,1.4260598272,2.529,0.0592829547,0.0325586328,0,33.7456,22.8669,3.3843605263,0,0,0,8.9272,3.7623,0,0,2.6113589812,2.2770454441,0,0.0031656734,0.4971868607,0,18.0682,10.8511,0.7402241935,0,0,0,5.732,0,0,0,0.1922220096,0.9522082828,1.4652,0,0,0,17.173,11.6785,4.0772125731,0,0.6814,0,4.5443,0.9448,0,0
LAMP5,pDCs,1.021600905,0.8357439863,0.2258,0,0,0,3.83,1.7124,0.3692676471,0,0.1132,0.7608,274.4537,11.5644,0,0,5.5149128038,0.6903273749,0,0,0,0,1.4921,1.3168,0.1570578947,0,0,0,247.529,10.5913,0,0,4.0265120643,0.2024302579,0,0,0,0,7.7634,1.154,0.1818806452,0.036729587,0.0584,0.7436,278.7717,6.2459,0,0,4.1624799043,1.7102577778,0,0.0094882067,0.0900560642,0,7.4273,1.0825,0.1562143275,0,0,0.5351,338.2188,4.9193,0,0
LARGE1,B Naive,9.2794556561,36.24272268,1.082,0.7401032472,0.5497605285,0.397,0.6937,0.5441,0.5397537815,0.373401052,0.4105,0.5065,0.3279,1.1756,0.5845,0.5316,19.344318731,84.150388931,0.9882,0.5022662584,0.8206206585,0.7742,0.6211,0.3507,0.7092631579,1.2742316721,0.4502,2.6126,0.4879,2.0203,1.0441,0.3591,7.749950134,22.759208711,1.1645,0.5137006622,0.7261587726,0.4752,0.574,0.1752,0.4076580645,0.8741094841,0.4995,0.6203,0.278,1.3457,0.6843,0.2529,6.1742430622,35.191290505,1.023,0.4083260604,0.5633458707,0.3506,0.8101,0.3412,0.2911654971,0.5054613162,0.8288,3.6073,0.2881,4.673,0.5725,0.3038
LDB2,NK,0,0.417104811,0,0.1251094726,0,0,0,0,0,0,0,27.0909,0,0,4.307,0,0,0,0,0,0,0,0,0,0,0,0,8.3526,0,0,5.354,0.3434,0,0,0,0,0.3089853659,0,0,0,0,1.5617614253,0,9.9449,0,0,0.4092,0,1.3339440191,0,0,0,4.0924851345,0,0,0,0,0,0,29.5461,0,0,0.4428,1.9511
LEF1,Naive T cells,0.7901624434,3.0471790378,0,578.55483992,149.07330128,11.357,0,0,0.2280138655,1123.5208189,0.4098,41.0764,0.3324,5.3825,147.2562,171.5053,0.3813525193,1.2615393878,0,491.77218336,64.582873913,4.2568,0,0.3506,0.8618710526,1019.3982625,0.1152,26.2743,0.2079,6.9458,161.0379,109.4904,1.2819093834,8.0365804585,0.3317,494.83012598,19.931407789,2.9224,0.2697,0.485,0.0723387097,1061.4196098,0.0835,10.1198,0,7.9874,94.0495,13.6608,1.1050985646,4.3867668687,0.1297,419.81881224,101.72774677,2.4288,0.3468,0.3177,0.3556459064,947.55275599,0,11.2835,0.1533,4.6108,126.117,111.1494
LEF1-AS1,Naive T cells,0.4913393665,0.2766213058,0.6338,8.2648169956,0.3823478746,0.2913,0.1019,0.3324,0.2222915966,41.563116649,0.1168,0.3665,0.0438,0.0909,2.6918,5.3659,0.5994100771,0.1990065538,0.1072,5.0112001559,0.2419164866,0.0935,0.3287,0.1344,0.1663763158,33.29788059,0.3962,0.3181,0.1211,0.0384,1.8578,0.1396,0.2298965147,1.1102506017,0.4202,14.131859687,0.2944372148,0.203,0.316,0.1862,0.2514467742,38.706597979,0.3212,0.4558,0.5015,0.1672,2.0533,0.8713,0.5486751196,0.1965628283,0.9638,5.5671127595,4.7768691128,0.1185,0.6182,0.2761,0.2901005848,33.122901136,0.2286,0.2533,0.1527,0.088,5.8028,4.4229
LGALS2,mDCs,1.5311963801,3.5947975945,0,0,0,0,181.6169,138.592,24.737992017,0,0,0.3462,1.1879,0.3894,0,0,2.2605103734,7.2183618797,0,0,0,0,192.1534,58.5559,10.904784211,0,0.399,1.211,3.6847,0.273,0,0,3.3381193029,3.5705732951,0,0,0,0,40.2536,34.1526,5.0363370968,0,0,0.3683,0,0.2198,0,0,5.9673937799,8.2258529293,0,0,0,0,122.137,117.817,35.506482456,0,0,1.5986,0,0.3051,0,0
LGALS9B,NK,1.5134031674,1.9212254296,2.8099,1.4521309114,3.8574048252,0,2.0903,1.8671,1.7122462185,0,6.1664,123.7983,1.4648,0.8132,19.2027,1.4391,0.4784493183,0.9999540511,2.5358,1.0603171195,0.8386655944,0.8998,0.5673,0.7168,1.4204578947,0,0,54.2439,0.0856,0,7.7732,5.7699,2.6350820375,0.6844915186,0,0.2036276718,1.2432411487,0,0.0965,0,1.8111596774,0,1.7744,59.372,0.6531,0.3684,2.1647,0.9977,0.1581779904,2.6407870707,2.2757,0.3625286096,3.7803504483,3.0112,2.0016,0.6069,1.8026853801,0,1.3887,97.9306,1.3266,0.1108,5.6113,1.4658
LGALS9C,NK,0.1791841629,0.2094137457,5.0883,1.2971097177,1.6981552765,0.0882,0.6425,1.1958,1.4662079832,0,26.4455,100.8668,0.308,0,4.4233,1.5599,0.6352024896,0.107540641,3.328,0.3497806904,0.4826236492,0,0.2855,1.6659,4.0214078947,0.0271388852,16.9742,47.7892,0.111,0,2.7683,0.0406,0.1713080429,6.7666847564,17.1304,1.6847794199,0.5475634933,0.0507,0,0,1.406416129,0,20.9999,94.1667,0,0.4563,2.6856,1.4962,0,0.9695985859,3.5557,1.2979445282,2.0856540349,0,0.2853,0,5.5964859649,0,21.1823,90.6423,0,0,1.0981,1.2285
LGALS12,Monocytes C,1.1395683258,0.1798175258,5.3649,0.0515033608,0.005818152,0,4.7992,22.2914,1.5887336134,0,5.3608,0,0.0692,0.0306,0,0,0.1133966212,0.0919888153,5.3093,0.0512053378,0.076813898,0.1418,2.3977,19.6463,0.0569947368,0.0713225574,1.445,0.2828,0,0.2288,0.0547,0,1.4399466488,2.3113384527,10.9672,0.1242226659,0.1017038552,0,4.5366,14.8299,0.8486709677,0.0866676653,3.1503,0,0,0.0344,0.0928,0,3.2215650718,2.5674072727,6.8466,0.1746565614,0.2492176498,0.073,9.98,41.3477,2.5552611111,0.0289641557,2.3007,0.3239,0,0.2008,0.0813,0.0802
LGALSL,Neutrophils LD,0.4334289593,0.6220474227,0.6284,0.2998413826,0.1097078615,1.6536,0.0294,0.0949,0,0.0176759517,11.0783,0,0,1.2538,0,0.0744,0.1797772377,0.7595037883,0.1001,0.2577554937,0.5273465946,0,0.0569,0.0311,0.0444631579,0.2649180328,18.7725,0.036,0.0275,0.1308,0,1.2279,0.660436193,1.8200241261,0.1119,0.3207797047,0,0,0.0541,0.0681,0,0.4549576494,5.6235,0.0873,0.0638,0.8677,0,0.2533,0.9377186603,0.6254672727,0,0.2266540602,0.0074427796,0.6206,0.101,0.6432,0.5069926901,0.0660872557,38.006,0,0,0.3829,0,0.4101
LGMN,pDCs,97.618211312,33.544613402,22.2164,15.537026193,5.3344266864,9.3924,106.7,7.5615,7.8707331933,37.224962307,13.8708,15.5288,518.5305,23.9399,12.5287,8.5492,68.884711855,28.575134843,15.7894,15.66821948,3.891988188,8.228,112.6656,8.7694,13.947897368,34.885198951,22.8744,13.8408,538.2664,30.0101,7.194,9.3755,57.580469169,28.816397307,26.1621,18.026070825,6.5315774194,6.2495,113.706,10.8031,24.903419355,36.501600195,11.5587,22.3151,768.5641,18.3808,6.2155,1.621,62.531922488,23.178316364,11.3283,12.272709443,8.8789806984,7.7071,51.2276,5.6426,8.8582640351,21.881802405,11.3439,11.3775,518.2874,22.4396,11.4447,8.0573
LILRA1,Monocytes NC+I,8.1468113122,5.1935982818,7.6606,0.0651076067,0.0625431315,0,179.8563,351.5019,861.01177143,0.1854163279,283.9766,2.6926,35.6948,0.9019,0.175,0.2426,4.4075133966,15.990340735,11.2077,0.0532348998,0.0181574265,0.1062,124.2863,309.0826,743.59163421,0.0661868197,170.8033,3.2041,57.8919,1.2049,0.0733,0.0452,26.160698391,52.928501375,10.1554,0.0776205072,0.2339440598,0.0658,175.8907,368.9002,1053.129721,0,140.6727,1.7503,27.8166,2.6534,0.1762,0,16.833492344,24.97354303,14.0043,0.2237726513,0.1075117744,0.1223,209.184,384.9857,847.52158801,0.0685646066,245.6374,1.5582,42.1645,4.7252,0,0
LILRA4,pDCs,7.7272384615,10.10701134,0.4277,0.0692191843,0,0.3491,16.6792,1.8264,2.6291823529,0,2.1278,2.3379,3629.0349,0.1463,0,0,12.08449917,13.791920058,0,0.1223016481,0.0698620256,0.1313,7.6441,1.1491,3.2960315789,0,1.2322,3.0999,2488.874,2.1718,0.6751,0,10.95599571,25.378518625,0,0.0315137068,0,0,8.7807,1.7622,2.7983645161,0.2848735508,0.1249,19.1225,3577.4709,0.3617,0,0.7554,28.981948325,35.529122424,0.1909,0.1691812513,0.1098448561,0,15.0485,7.3432,11.536686842,0,9.3186,4.6063,5821.27,0.1722,0,0.1458
LILRB2,Monocytes NC+I,37.683928959,30.467356357,144.996,0.304809036,1.9556588052,0.055,198.9344,556.617,1327.3333605,0.2761228894,605.942,4.0379,71.9352,2.1035,3.0531,0.2825,19.923122999,22.342689968,197.0711,0.1824699777,2.0605816537,0.3616,207.8267,586.3914,1394.9216868,0.3886327869,576.9363,8.9924,103.4275,2.2824,1.7198,0.1503,57.648114209,72.621960974,156.5488,0.1500184744,1.7799823761,0.1141,175.1673,565.535,1691.5723419,0.3320501861,447.1071,2.5314,82.0654,6.8732,1.0697,0.3085,28.882029665,38.579632929,65.8467,0.340156671,2.299167579,0.2751,180.63,542.8893,967.28661111,0.342119676,359.7312,3.3532,48.9284,5.3404,2.459,0.3604
LILRB4,pDCs,3.7442665158,2.8279419244,3.1372,0.6456454491,0.4640792385,0.4312,118.9812,121.4746,121.95016681,0.7478659401,13.0933,2.5324,694.0947,39.3998,0.9448,0.4279,5.2017362774,5.9572835074,2.4202,0.8008273422,1.3977940437,0.4073,91.917,108.9073,88.239176316,0.951420459,9.3795,1.3829,540.8602,28.4443,1.313,0.2384,7.5527683646,19.780953181,1.4385,0.718376023,0.3187691581,0.1103,108.3591,84.1879,141.73562097,0.6506876795,8.2798,0.9305,490.0162,30.166,0.4871,0.4986,4.6707976077,8.9739913131,2.1655,0.8805327691,0.5117733837,0.5291,160.0976,112.7561,123.45132632,0.989525522,15.3784,1.3974,639.3086,26.5119,0.8205,1.3015
LINC00211,Neutrophils LD,1.6507561086,1.9812120275,3.2525,0.7887570028,0,0.6953,0.9567,2.6409,0.3607983193,0.4612547606,22.9852,0.7258,0,0,1.6017,0,0.3058043865,1.4870795175,3.6354,0.5415157684,0.6044695903,3.4279,0.2174,1.1695,0.2774289474,1.7082856393,13.1142,0.318,0,1.0272,0.4321,0.4599,1.2144892761,1.0145487106,9.3362,0.502468726,0.8148666404,2.6362,1.0817,5.3436,0.4399612903,0.1905414643,38.5042,0,0.2912,0.0172,0.4172,0.3946,0.5102861244,1.257720202,4.2691,1.1251347907,0.4755194195,0,1.1626,7.9145,0.8833201754,0,28.9021,0.9571,0.2665,0,0,0
LINC00298,NK,0.0976452489,0.037795189,2.3343,0.5242632939,0.1592975546,1.4416,1.0618,0.0483,0.414355042,0.2859995721,0.1216,13.0487,0.0538,0.0915,0.0679,0.9104,0,0,1.1876,0.1801379584,0.0225656698,2.1402,0.0434,0.095,1.0683736842,0.2162434754,0,13.8691,0.042,0,1.531,3.1231,0.2412281501,0.2336155301,3.9123,0.2903183221,1.5225223446,1.6066,0.632,0,0.2552403226,0.1281765644,0.1053,12.1475,0,0.0781,1.8133,3.4474,0.0463674641,0.0897945455,2.4759,0.7116989927,1.5570702218,4.7704,0.8588,0.4624,0.7020657895,0.0225383331,0.1769,7.8783,0.0492,0.0278,1.0346,0.7617
LINC00475,pDCs,0,0,0,0,0,0,0,0,0,1.6961698939,0,1.2944,55.0246,0,0,0,0,0,0,0,0,0,1.4743,0,0,0,0,0,32.5437,0,0,0,0,0,0,0,0,0.6863,0,0,0,0,0,0,25.0491,0,0,0,0,0,0,0.0574549716,0,0,0,0,0,0,0,0.2978,57.1393,0,0,0
LINC00694,Neutrophils LD,1.014638009,0.1184467354,9.9467,0.2897644421,0.1845379452,0,1.6107,5.306,1.3911945378,0.5897701212,24.0928,0,1.1733,0.2954,0,0,1.3860036159,0.780223745,5.9282,0.5275516778,0.9114708721,1.4962,1.5301,1.9978,0.2904842105,0.7255312131,26.6334,0.4158,0.3042,0,0,0.5952,0.4206702413,1.0483167335,9.5347,0.1408891074,0,0.6143,0,1.6129,0.222216129,0.1371408615,29.6413,0,0.5476,0,0,0,0.0833971292,1.1354290909,10.0601,0.6959642089,0.1337299434,0.4543,2.1475,5.3682,0.637944152,0.4704434942,26.9244,0.5658,0.7357,0,0.5083,0.976
LINC00865,pDCs,1.1079719457,0.2565391753,0,0.4121008073,0,0,0.7907,0.8757,0.3276159664,0.3610152403,0.0333,0.205,32.9501,0.0441,0.1887,0,0,1.669405848,0,0.2357614254,0,0,0.0477,0.1564,0.0218842105,0.5777704918,0,0,27.4336,0,0,0,0.2381924933,1.2485644699,0,0.0581307178,0.2094429583,0,1.1561,0,0.1083612903,0.3669755717,0,0.1236,31.0567,0,0,0,0,1.3095476768,0,0.5493553964,0.4362647475,0,1.477,0.338,0.3302111111,0.6438987807,0,0,53.6982,0,0,0
LINC00892,CD4+ effector,0.5677791855,0.294967354,1.8519,23.911809831,4.4272490727,10.4852,0.978,0,0.3896533613,0,0,0.8344,0,0.1558,1.7994,4.3538,0.0739114404,0,0,27.890423125,1.3743456396,1.4256,0,0,0,1.4523958033,0,1.9847,0,0,1.8309,3.095,0,0,0.0767,12.030486995,2.2619500393,0.7233,0,0,0,1.0972560184,0,0,0,0,0,2.2792,0.0632076555,0,0,29.659235174,11.235476994,8.8778,0,0,0,1.6788344246,0.2592,1.7331,0,0,2.0406,7.6947
LINC00929,Basophils LD,0,0,26.3465,0,0,0,0,0,0,0,0,0,0,0.1636,0,0,0,0,15.2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5916,0,0,0,0,0,0,0,2.1604,0,0,0.0833,0,0,0,0,35.1163,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00968,Monocytes C,0,0.4043931271,0,0,0,0,2.5527,6.5041,4.7216151261,0,2.2297,0,0,0,0,0,0.1033766449,0,0,0,0,0,6.3036,10.4605,5.9194184211,0,0.4712,0,1.0027,0,0,0.0441,0,0.7799825788,0,0,0,0,1.9913,12.1421,5.7917387097,0,1.5684,0,0.3003,0,0,0,0.1822411483,1.206260404,0,0,0,0,1.3953,14.0435,6.5952321637,0,1.1313,0,0,0.0261,0,0
LINC00996,pDCs,24.002009502,10.159253952,2.1547,3.5644905454,2.4984937469,2.2409,0.2577,0.6432,0.6992936975,1.3713149594,3.1392,5.7744,268.365,1.1362,3.2636,12.7794,12.004116064,4.6221574217,0.8849,3.1366677209,1.9337016838,7.7776,0.4501,1.5053,1.3145657895,3.0075736393,3.5246,8.6508,180.79,0.2709,2.5646,13.7632,12.318106166,10.871383381,2.4308,2.0590488876,2.3053585366,1.9328,0.6949,1.5298,3.2031209677,2.6458231165,3.6403,18.1912,220.2118,1.1855,1.3531,7.707,12.447997608,7.0153494949,0.6876,2.7303443911,1.3719555687,0.6864,0.7333,0.5067,1.9852733918,1.6233545348,1.3846,4.5141,340.35,1.1039,2.9585,4.0185
LINC01013,B Naive,2.2957977376,20.248048797,0.3736,0.4192103158,0.2100114722,0.5381,0.3103,0.2829,0.2236268908,0.6738126103,0.4848,0.3617,0.142,0.262,0.0945,0.3366,3.2827270302,27.244003205,0.3588,0.2880377951,0.4820632571,0.1641,0.3169,0.6013,0.2270973684,0.5825051803,0.3693,0.1624,0.0562,0.4354,0.1253,0.6182,1.519530563,18.427295301,0.816,0.3837405311,0.0886791503,0.1807,0.0633,0,0.1596548387,0.145954423,0.3915,0,0.1308,0,0.4791,0,0.7069956938,9.7781131313,0.114,0.232137285,0.1676647947,0.1523,0,0.1478,0.1154538012,0.528500618,0.0851,0.2786,0.2106,0.0733,0.2803,0.1829
LINC01032,Neutrophils LD,6.9083850679,0.9140773196,6.6101,0.6273045748,0,0,1.0451,9.8345,0.8040567227,0,62.9587,4.5134,0,0,0,9.2234,1.1795708358,0,9.1087,0.248886637,0,0,2.9866,5.5383,3.1522447368,6.6828786885,127.265,0,0,0,0,0,0,0,2.7162,0,1.4909937057,0,2.8027,3.6244,0,1.5694089346,30.2468,4.7766,0,0,0,0,1.3384942584,1.2704961616,11.6908,1.4259733776,0,0,0,10.9818,2.0983114035,0.5213548021,40.9794,1.1466,0,0,0,0
LINC01127,Neutrophils LD,0.2375828054,0.1865817869,0.4915,0.1444623669,0.1254435418,0.0353,0.423,4.5729,0.0233121849,0.1107043862,11.1525,0.0394,0.0675,0.1704,0.4324,0.1632,0.0903915234,0.1495095859,0.1021,0.1282780252,0.0748389545,0.1664,1.6956,3.6673,0.0608289474,0.0549580328,14.5315,0.4351,0.186,0.0143,0.0265,0.0337,1.5218549598,0.0385210888,0.3809,0.2004527215,0.2204472069,0.0469,0.3935,2.5035,0.1517967742,0.2131385747,9.3733,0.1032,0,0,0.1282,0.0889,0.2207933014,0.0680543434,0.2589,0.1358417597,0.1640244691,0.2145,1.2924,6.9748,0.5149292398,0.0632991482,23.5779,0.069,0.1092,0.0347,0.0725,0.0818
LINC01225,pDCs,0.2239330317,0.6743934708,0.0667,0,0,0,0.2647,0,0.0356567227,0,0.1196,0.6746,102.0189,0,0,0,0,0,0,0,0.0080085449,0,0,0,0,0,0,0,23.8046,0,0,0,0,2.0315767908,0,0,0,0,0,0,0,0,0.1702,0,97.0936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8713,0,0,0
LINC01229,Basophils LD,0,0,21.9408,0.0592384822,0,0,0,0,0,0,0,0,0,0,0.8301,0,0,0,33.8143,0.0329745212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4542927221,30.6115,0.3011489604,0,0,0,0,0,0,0,0,2.7704,0,0,0,0,0,9.0713,0.2534027547,0,0,0,0,0,0,0,0,0.201,0,0,0
LINC01270,Neutrophils LD,0.6343167421,0.3005487973,2.5034,0.4682529243,0.6938959133,0.1576,0.6783,0.7184,2.1884663866,0.1453638005,17.5565,0.7024,1.3606,0,0.7624,0.3183,0.1435163011,0.056667166,1.5058,0.5163564588,0.3353205579,0.465,0,0.9374,0.3472315789,0.1854967869,11.9172,0.617,1.058,0.0698,0.1183,1.0525,0.0856319035,0.538312894,5.1248,0.5926083102,0.4866968529,0.5765,0.4601,1.542,1.8103758065,0.2850075164,6.41,1.3114,0.9591,0,0.203,0,0.2794674641,0.5854373737,2.9554,0.1428035771,0.1910022416,0.1597,0,1.0388,3.1279353801,0.3778767329,24.379,0.2711,1.5212,0,0.8895,0.1753
LINC01374,pDCs,0,0.5957962199,0,0,0,0,1.8525,0.4847,0,0,0,0,41.6039,0,0,0,2.9542173681,7.7370045517,0,0,0,0,0,0,0,0,0,0,40.7547,0,0,0,0.2669461126,2.3522705444,0,0,0,0,0.4176,0,0,0,0,0,60.2439,0.2023,0,0,0,6.3784719192,0,0,0,0,1.0878,1.0748,0,0,0,0,54.0731,0,0,0
LINC01375,pDCs,0.0801755656,0,0,0,0,0,0.3863,0,0,0,0,0,12.0532,0,0,0,0.632877297,3.9477202593,0,0,0,0,0.1068,0,0,0,0,0.1352,8.3608,0.0307,0,0,0.0569493298,0.2237210315,0,0,0,0,0.0507,0,0,0,0,0,10.3274,0,0,0,0.0146966507,0.9745428283,0,0,0,0,0.2536,0,0,0,0,0,12.7077,0,0,0
LINC01478,pDCs,0,0,0,0,0,0,0.0979,0,0,0,0,0,44.1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1308,0,0,0,0,0.0490125253,0,0,0,0,0,0,0,0,0,0,48.6802,0,0,0
