gene_id,Cell type,9JD4 B Memory,9JD4 B Naive,9JD4 Basophils LD,9JD4 CD4+ effector,9JD4 CD8 activated,9JD4 MAIT,9JD4 mDCs,9JD4 Monocytes C,9JD4 Monocytes NC+I,9JD4 Naive T cells,9JD4 Neutrophils LD,9JD4 NK,9JD4 pDCs,9JD4 Plasmablasts,9JD4 VD2-,9JD4 VD2+,925L B Memory,925L B Naive,925L Basophils LD,925L CD4+ effector,925L CD8 activated,925L MAIT,925L mDCs,925L Monocytes C,925L Monocytes NC+I,925L Naive T cells,925L Neutrophils LD,925L NK,925L pDCs,925L Plasmablasts,925L VD2-,925L VD2+,DZQV B Memory,DZQV B Naive,DZQV Basophils LD,DZQV CD4+ effector,DZQV CD8 activated,DZQV MAIT,DZQV mDCs,DZQV Monocytes C,DZQV Monocytes NC+I,DZQV Naive T cells,DZQV Neutrophils LD,DZQV NK,DZQV pDCs,DZQV Plasmablasts,DZQV VD2-,DZQV VD2+,G4YW B Memory,G4YW B Naive,G4YW Basophils LD,G4YW CD4+ effector,G4YW CD8 activated,G4YW MAIT,G4YW mDCs,G4YW Monocytes C,G4YW Monocytes NC+I,G4YW Naive T cells,G4YW Neutrophils LD,G4YW NK,G4YW pDCs,G4YW Plasmablasts,G4YW VD2-,G4YW VD2+
AOX2P,pDCs,0.4781466063,0.4170467354,0.4414,0.4737492704,0.3565408502,0.5517,0,0.0796,0.412552521,0.4103183472,0.3144,0.9158,27.8747,0.0821,0.2252,0.284,0.1993183758,0.706277112,0.5004,0.3545233705,0.3591186982,0.5447,0.3824,0.5591,0.3728026316,0.6697665574,0.1238,0.8053,12.7682,0,0.4933,0.7809,0.5864520107,0.2394095702,1.392,0.4212779301,0.4405468922,0.4536,0.2774,0.1878,0.3625403226,0.5711241801,0.192,0.2167,17.372,0,0.2413,0.2502,0.1207325359,0.414999596,0.2667,0.5697743507,0.5282612553,0.5589,0.5423,0.092,0.1994643275,0.7018316853,0.1958,0.4818,5.9215,0.0968,0.8507,0.1008
AOX3P-AOX2P,pDCs,0,0,0,0,0,0,0,0,0,0,0,1.2036,8.9321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3865,0,0,0
AP001434.2,Neutrophils LD,0,0,0,0,0,0,0,4.068,0,0,102.338,0,0,0,0,0,0,0,0,0,0,0,0,2.0675,0,0,71.3528,0,0,0,0,0,0,0,0,0,0,0,0,1.1252,1.8062822581,0,171.275,0,0,0,0,0,0,0,0,0,0,0,0,3.4096,0,0,133.97,0,0,0,0,0
AP002954.4,Monocytes C,0,0,0,2.8362035163,0.918672969,0,6.1855,26.372,14.804267227,16.78004593,0,6.9062,0,0,2.6969,0,2.4894344991,0,0,0.2752480104,0,4.413,7.587,23.8493,5.8135842105,2.1943081311,0,5.4589,0,0,4.0504,0.4648,0,2.601366533,0,3.8044648391,0,0.6831,1.5944,2.553,1.389766129,3.3808544762,0,0,0,0,0,1.5488,0,1.2438949495,0,7.0697216131,3.6110493157,0,18.1472,40.4817,21.346715205,8.6560170703,0,2.4049,0.4914,0,4.4482,0.6243
APP,pDCs,26.154292308,39.410863918,2.0922,38.29736452,4.1452530937,8.4831,79.4856,111.5464,40.189404202,43.19780756,4.4179,10.6431,1074.6587,8.9086,3.0922,9.6603,7.5204430943,79.126707778,2.6964,28.632149562,1.1636544107,6.1349,59.9757,92.3832,43.438234211,23.014792066,3.6077,9.7511,455.6348,4.7911,2.9249,13.9514,17.138860858,21.958729513,2.8914,16.514346087,2.1636624705,4.1817,60.8063,62.845,20.395491935,20.938337493,3.1408,3.0252,618.7711,3.5374,1.8026,2.6035,5.177615311,34.741221212,1.5513,22.721485007,3.6250613497,6.9335,56.1784,88.1237,40.550032164,34.192178821,5.7279,5.6592,795.6522,2.5641,3.0971,8.989
AQP9,Neutrophils LD,1.995459276,1.8396597938,0.7407,0.0206032293,0.1097854587,0,0,87.3198,32.907772689,0,868.7942,0.2677,0,0.2213,0,0.0443,3.42150492,5.0275987685,2.2715,0.0598283593,0.3320591857,0,4.9469,149.3906,56.530628947,0.1005320656,1249.6799,0.405,0.5449,0,0,0,11.995750938,16.368449799,0.5462,0.1803825983,0,0,5.1159,146.5726,33.903004839,0,1039.7343,0.1211,0.0381,0.768,0,0,3.83034689,8.1233165657,37.1541,0.0783597067,0,0,4.0833,159.9832,65.731894444,0.0306031067,1042.0624,2.1491,0.0893,1.9268,0,0
ARHGEF10L,Monocytes C,1.0982027149,1.0747498282,0,0.0082080493,0,0.0404,31.6729,55.7456,31.717363866,0,0,0,0,1.4159,0,0,1.393220984,1.9886064026,0.2755,0.0048401188,0,0,28.6679,61.6034,23.945947368,0,0,0.3561,1.4886,0.3233,0,0,3.3283214477,6.4375522063,0,0.0752152761,0.0114656176,0,32.9718,55.6827,30.187562903,0,0.0379,0,0,1.0075,0.0712,0,1.6905952153,4.0948640404,0.1594,0,0,0,48.3106,67.3664,40.057879532,0,0.8737,0,0.0286,0.659,0,0
ARL5C,pDCs,1.4118624434,1.1317257732,1.5141,1.1290232687,0.7108825702,0.5392,0.8838,1.9836,1.4170441176,1.7075636311,2.8239,0.306,10.2632,0.3309,0.4567,0.3077,1.3007060462,1.4312306374,0,1.838163712,2.3766938678,1.0378,1.9256,1.8748,1.5166842105,1.8398328525,0.7405,1.1838,29.5548,0.1859,1.5632,1.2076,1.0399983914,2.1338708309,2.3292,0.9203039333,0.3239425649,1.0964,1.4958,1.6094,3.5588870968,1.9904015423,1.3168,0.6551,30.6446,0.3242,1.0433,0.4922,3.188492823,1.5688381818,0,1.4215980059,0.9484845918,1.3985,1.124,1.4589,0.455627193,2.0533787707,3.2317,2.5506,33.6057,0.6086,2.9576,0.2919
ARVCF,NK,0.7072199095,0.7526460481,0,1.8809015309,1.4688853767,0,1.077,0.4245,0.6061147059,0.7811848712,0,14.2574,0,0,2.6235,0,0.2950776526,0.7614721066,1.2107,0.7863071269,0.4327418949,0,0,0.6181,1.3308394737,1.8832108197,0,35.473,0.1452,0.0647,4.4941,0.0406,1.1759624665,0.0966711748,0,0.234283181,1.7426982691,0.2366,1.1537,0.4779,0.8547887097,0.2427814926,0,18.796,0,0.0109,1.0672,0,0.522437799,0.8125579798,0,0.3625964298,0.1969976404,0,0.0446,1.7237,0.558205848,0.2189055955,0,24.6148,0,0,9.1517,0.3199
ASGR2,Monocytes C,1.4547352941,0.6490123711,0,0.0768688195,0.2898850156,0,54.368,85.6846,3.8876911765,0,0,0,0.1224,0.2448,0,0.1285,1.375559751,2.1081487793,0.7088,0.1010511433,0.0167966826,0,34.3556,74.9109,6.5907526316,0.1066579672,0,0.9446,3.237,0.2997,0,0.1002,3.8564136729,7.2065806304,0.6409,0.0272079923,0.1031793863,0,43.4939,55.8867,2.9207435484,0,0,0,0.1244,0.6882,0.1664,0.1598,2.3982813397,2.4715470707,0,0,0,0.2463,65.1796,59.9258,6.8156187135,0.1731514782,0,0,0,0.472,0,0.268
ASIP,pDCs,0,0.1039175258,0,0,0,0,0.2494,0,0,0,0,0,15.2881,0,0,0,0.0312117368,0,0.4288,0,0,0,0,0,0,0,0,0,25.5057,0,0,0,0,0.4044575358,0,0,0,0,0,0,0,0,0,0,11.6575,0,0,0,0.2796406699,0.2450626263,0,0,0,0,0,0,0.4884137427,0,0,0,25.2663,0,0,0
AZIN2,pDCs,1.2415683258,0.8243161512,33.6926,9.1277608241,6.3224160348,11.2182,0,0,0.037605042,20.062007221,0.2013,2.8998,93.5702,0.6036,3.0949,5.1,1.1428980439,0.0655996327,27.6841,7.0398405642,8.7284138728,9.6092,0,0,0.0097973684,35.300246557,0,6.7254,92.8674,0.8853,4.7996,10.9839,0.5035640751,2.6948033238,38.5767,8.9990590452,3.7974406766,11.6761,0.0335,0,0.3389645161,9.743661638,0,4.0799,132.3539,0.6785,6.8596,4.4872,4.170622488,2.4728983838,46.3075,6.7945442815,8.0933325625,10.1983,0.1136,0,0.0352067251,14.284453182,0,11.7922,130.3912,3.1881,4.8155,5.7407
B3GNT5,Neutrophils LD,0.6947638009,1.08144811,0.6259,3.4898617928,0.297864451,0.527,7.2898,9.2125,3.0406222689,0.4994725729,64.2325,1.493,0.7664,0.7219,2.1052,0.3043,0.5675788975,0.3763563054,18.0922,4.5376715961,0.9811806233,4.4088,12.4988,14.0902,4.0588684211,1.6262872787,67.2563,1.3632,1.2157,0.0653,3.4574,2.5646,2.0658013405,2.8955144986,12.1982,2.7273723745,2.0457946499,2.0311,6.8684,20.3978,4.3873693548,0.8369403652,121.602,0.3524,1.2829,0.3298,1.2816,1.0038,0.3813205742,0.8537850505,2.4771,2.6336918934,1.065819278,4.4386,3.3158,5.3253,1.3756783626,0.5208085018,32.5275,2.1472,0.2066,0.1242,1.1857,1.166
BAIAP3,B Memory,80.62578009,5.539467354,1.2262,12.696952255,10.43171057,5.1396,0.1465,0.3932,0.0136029412,0,8.4784,4.3388,0.5629,3.8581,7.8364,15.016,139.78025169,3.9314402953,1.5186,2.9399982257,1.3730487308,3.8871,0,0.7645,0.0547105263,0.5148428197,1.5022,4.5101,0.137,4.5317,11.1922,5.5075,55.194034048,3.0104443553,2.4771,4.6004412661,1.2584869394,2.1644,0.0574,0,0,0,7.5171,6.5247,0,4.0589,2.5448,1.0265,94.119858373,6.8884276768,3.8419,7.4553821284,4.1474307456,4.0755,0.4053,0.5482,0.0338230994,0.3319398864,19.2566,1.8375,0.744,5.0841,2.2964,6.0873
BASP1,Neutrophils LD,8.0336153846,7.6133216495,12.3767,0.3291886497,0.1636897916,0.1521,14.0265,6.1779,1.5600991597,0.4936517875,68.1486,0.9294,0.8986,2.8623,0.3677,0.1538,2.8810740368,5.6601611235,9.61,0.1364790572,0.1830278965,0.3733,13.0929,2.0809,5.2023868421,0.2432162623,88.3372,0.3125,3.4072,2.3359,0.1152,0.0635,9.0828592493,1.065487106,13.1735,0.1714428354,0.421377498,0.1852,15.5761,3.0933,0.4919048387,0.2767753413,51.8848,0.0903,0.0661,1.9498,0.0977,0.1049,4.415354067,6.7033379798,8.2013,0.2052325224,0.1773162813,0.1537,7.3285,4.6618,3.1381611111,0.1446871555,87.2853,0.4575,0.4788,0.6442,0,0.0844
BCL2A1,Neutrophils LD,19.670926244,11.292434364,18.3391,15.153832879,13.454612539,7.5617,17.2973,60.426,131.33218655,11.347280998,553.57,5.622,1.3427,0.9799,18.1163,8.4106,25.415054475,27.516325711,19.5909,17.68232291,9.2676390299,9.7442,122.8873,207.543,447.05839474,8.9724847213,828.693,8.3081,4.6247,0.9434,12.3255,12.4447,58.508093298,60.52341937,35.2744,14.177280281,30.585416444,5.7345,157.3274,267.2353,504.65551613,15.012661727,1940.235,5.159,1.8541,6.4296,10.8124,20.4967,39.472952153,21.424848889,14.0397,20.205760632,17.417697286,10.4319,9.4614,59.8171,165.20044678,12.890634124,659.576,5.6968,1.5321,2.2967,22.778,20.8298
BCL11A,pDCs,399.99418235,709.99665498,4.9002,0.309075296,0.6446682915,0.186,239.5309,78.5168,85.183369748,1.5584397878,8.7803,4.8741,1791.4578,10.9452,1.0966,0.0891,459.94176497,635.31856372,1.8414,0.2371287899,0.2564456145,0.1023,158.4221,54.5439,73.950007895,2.187324918,9.9321,5.1816,1614.423,16.6792,0.4709,0.0503,402.75924987,674.65784229,2.6815,0.4248587671,0.1833194335,0.1854,204.7632,55.9842,71.809524194,1.5848425102,9.7294,9.7922,1672.3398,6.691,0.5502,0.1216,534.63837656,732.75660828,3.2723,0.5041582745,0.2943869986,0,216.9388,57.2997,82.476426023,3.1615683147,8.9224,3.5505,1659.4764,6.8405,0.3755,0.473
BEND6,pDCs,0.6779728507,0.7939178694,3.6654,0.7927916816,0.2464976202,0.4307,3.9884,0.2972,0.6340823529,0.8676204957,0.6487,0.7658,22.104,0.2192,0.0834,0.4191,0.4004321873,0.6305281959,2.116,0.5418825984,0.7845567731,0.7786,4.3491,0.2044,0.4941078947,0.8999407213,0.176,0.8685,26.9758,0,0.9452,0.5478,0.3153739946,0.5622395415,8.4098,0.7101330817,0.4809426436,0.7139,1.0624,0.16,1.1768548387,0.868022496,0.5183,0.6557,18.1967,0.0301,0.5311,0.2855,0.4518416268,0.8186909091,2.4591,0.6459317961,0.5835446673,0.4178,3.5211,0.3471,0.5247377193,0.5788208786,0.724,0.397,20.6336,0.1368,0.5043,0.6718
BHLHA15,Plasmablasts,0.6857628959,0,0,0,0,0,0,0,0.3555226891,0,0,0,1.1415,13.4448,0,0,0.0469907528,0,0,0,0,0,0,0,0,0,0,0,0.5913,6.5554,0,0,0,0.2699831519,0,0,0,0,0,0,0,0,0,0,0.6143,10.4304,0,0,0.9299976077,0.1367757576,0,0,0,0,0,0.2159,0,0,0,0,5.5861,13.7142,0,0
BMX,Neutrophils LD,0,0,2.8197,0,0,0,0,0,0,0.088209236,19.9361,0,0,0,0,0,0,0,3.3236,0,0,0,0,0,0,0,17.6829,0,0,0,0,0,0,1.5518757593,5.5961,0,0,0,0,0.0921,0.16445,0,27.6369,0,0,0,0,0,0,0,4.3624,0,0,0,0,0,0,0,17.9888,0,0,0,0,0
BNIP3P41,pDCs,0.2733375566,17.904304811,0,0,0,0,0,0,0,0,0,0.5953,87.6806,1.6792,0,0,0.2020105513,13.51577475,0,0,0,0,0,0,0,0,1.5633,0,88.2633,0,0,0,6.3502396783,30.835052951,0.3326,0,0,0,0,0,0.1779322581,0,0,0,88.6627,0,0,0,0,20.951454343,0,0,0,0,0,0,0,0,0.1874,0,120.6646,0.484,0,0
BSPRY,pDCs,0.9215669683,1.436124055,0.6866,0.4253485109,1.3900942393,0.2273,0.0908,0.1954,0.1275739496,0.3611613845,0.923,2.195,23.138,0.2035,0.6182,0.4024,0.3873569057,0.1695156788,0.1549,0.401459807,0.3780084946,0.4461,0.1757,0.0481,0.2286131579,0.3982040656,1.6678,1.2025,3.5124,0.4982,1.1359,1.3765,0.2713624665,0.8711522636,0.2885,0.6040849954,0.8280827695,0.3458,0.2088,0.0527,0.4254983871,0.4483791349,1.0653,1.1422,5.8954,0.0209,0.2917,0.3918,0.3554105263,0.3645987879,0.0817,0.5008809018,0.9618599575,0.1721,0.343,0.2079,0.2889248538,0.1309674461,0.4771,1.6986,17.6796,0.1688,0.831,0.3151
BTNL8,Neutrophils LD,0.0512470588,0.115780756,0.3224,0.1202663019,0.2214985885,0,1.1462,0.6811,0.3512079832,0.2415493358,113.8609,0.5919,0.2549,0,0,0,0.2557784825,0,0,0.1150758426,0.4773741895,0,0.5117,0.7857,0.5825842105,0.1310255082,150.2832,0.6504,0,0,0.1001,0.222,1.1854485255,1.0987585673,0.135,0.0356668918,0.2987982691,0,0.1943,0.4915,0.9342903226,0,77.5753,0.316,0.1155,0,0,0,0.2496339713,0.1831765657,0.1915,0.1877976496,0.1149152902,0.2692,0.1222,1.0955,0.5401809942,0.0531808752,170.7832,0.2286,0,0.1081,0.4498,0.1477
C1orf186,pDCs,382.62610633,189.08538625,1096.9938,22.358097058,18.416561037,17.3791,52.8338,15.0671,7.2723932773,17.000003196,32.1096,28.6636,3154.5081,266.1376,18.6694,17.8297,122.31743254,90.13687444,1111.9829,15.383276756,14.962911862,16.7136,20.9324,7.2877,7.5518578947,15.931043803,41.3519,27.9938,1443.381,77.1755,15.5765,6.6325,318.07391635,288.01497931,558.4076,41.355100152,15.220728718,17.066,18.2105,9.6303,6.9506951613,17.074912976,59.0059,32.2824,2891.5908,195.6794,20.2839,13.2232,293.54287177,276.16998162,1432.7505,19.787300528,18.081862246,24.4476,21.4613,6.4691,5.5717836257,12.057082095,46.1122,20.2721,3018.3867,161.0458,18.7722,9.148
C1QA,Monocytes NC+I,0.0870443439,0.4437652921,0,0,0,0,1.3217,2.9552,54.930753782,0,0,0,0,0.0636,0,0,0.0226221103,0.3782768527,0,0,0,0,3.6772,3.052,42.161713158,0,0,0,1.8652,0.3276,0,0,3.3042235925,2.0723459599,0.1531,0,0,0,11.8814,10.3022,220.59966129,0,0,0.248,0,0.3752,0,0,0.0321129187,1.7064862626,0,0,0,0,1.5253,0.1911,80.176181579,0,0.6593,0.1296,0,0.0745,0,0
C5orf64,pDCs,0.6230235294,0.744504811,1.0804,1.0997936311,0.5025946496,0.4598,0.4292,1.1245,0.6800105042,0.7614149193,2.0097,3.1782,35.3938,0.2643,1.434,0.4375,0.4402977475,0.7470732877,0.9819,0.9827795546,1.5994404876,2.2671,0.7599,0.5025,0.8776105263,2.4239982295,0.4437,1.9181,34.8132,1.122,0.6541,0.4955,0.4764895442,1.9091598854,1.9829,1.0705580254,0.8133765539,0.3075,1.2349,0.6096,1.0316193548,0.9387147846,0.9156,0.2727,48.9091,0.0333,0.7771,0.2839,0.4190502392,0.9505715152,1.5433,0.6075097033,1.1197672959,0.8575,0.3485,0.5915,0.4934371345,0.4814875898,0.6377,1.2699,23.5565,0.0654,2.7885,0.5572
C10orf105,Monocytes NC+I,0.2055122172,0.2088350515,0.1512,0.1278990731,0.0041276875,0.4801,3.8616,2.5157,12.913473529,0.132028537,6.5382,0.1028,0.7097,0,0,0,0,0.0352470436,0,0.2654954714,0,0.3212,2.9847,1.2368,14.485907895,0.0994407213,5.3429,0,0.5262,0.1893,0,0,0,0.3654778223,0.3817,0.0851378029,0.0210586153,0.0307,1.5749,0.9161,12.411191935,0,5.2045,0.1232,0.234,0,0,0.0691,0.0662511962,0.0112739394,0.1372,0.31121376,0.0253621992,0.6105,1.7257,1.9195,12.717947953,0.4567836479,7.2451,0.6412,0.334,0,0.2637,0.3055
CA4,Neutrophils LD,0,0,0,0,0,0,0,0,0.1992693277,0,136.0601,0,0,0,0,0,0,0,0,0,0,0.1554,0,0,0.2778026316,0,90.9281,0,0,0,0.2374,0,0,0,0.1606,0,0,0,0,0,0,0,57.1024,0,0,0,0,0,1.3053650718,0.6916735354,0,0,0,0,0,0,0,0,119.518,0,0,0,1.2489,0
CA6,Naive T cells,1.2687791855,1.4045670103,1.9509,2.6381116075,1.2853593304,1.2852,0.4294,1.2387,0.5255092437,28.472252853,0.968,1.2971,0.6925,0.0709,3.7491,2.5402,1.4976719028,3.3077045589,1.5074,2.8609095249,1.2179857502,1.4841,0.3721,1.0059,0.6528184211,30.314204,0.7953,2.2406,0.4994,0.3168,0.7879,1.8684,0.9834356568,0.7280497994,2.2061,3.7363988346,1.5400257278,1.2049,0.5963,0.3706,0.4248806452,20.716498653,0.5082,1.4535,1.7487,0.1849,0.968,1.1568,1.3566401914,1.4409769697,1.5179,2.6751255054,1.5584095564,1.9145,0.8347,0.7939,0.5812166667,14.682877251,0.9107,1.4789,0.5913,0.1008,1.2755,2.802
CACNA1E,Neutrophils LD,0.9074,0.4451175258,0,0.0100938644,0,0,0,0,0,0,10.7575,0,0,0.0609,0,0,0.9036273266,0,0.0193,0.0074297105,0.0067328474,0,0,0,0.4898842105,0.0049766557,10.5706,0,0,0,0.0054,0,0.9137635389,0.435457765,0,0.0638314131,0.001997797,0,0,0,0,0.0101978904,17.4651,0,0,0,0,0,1.0057808612,0.0959343434,0,0,0,0,0,0,0.0370979532,0,14.1057,0.0061,0,0,0,0
CACNA2D3,mDCs,0.1066004525,0,0,0.0064970398,0,0,97.2701,34.8132,3.9101231092,0,1.4375,0,8.6644,0.1851,0,0,0.0329281565,0.2388436298,0,0,0,0,75.4614,20.9107,2.8628,0,0,0.5709,17.8478,0,0,0,2.4554742627,1.6686295702,0,0,0,0,94.5886,11.9855,1.389033871,0,0,0.523,4.4172,0,0,0,0.6313631579,2.0868911111,0,0,0,0,83.2189,27.6988,4.9979584795,0,0,0.0298,9.5742,0.5635,0,0
CAMP,Neutrophils LD,0,0.5302749141,3.1817,0,0,0,0.1735,0,0.4753554622,0,14.7103,0.9722,0.209,0.1833,0,0,0.0543532899,1.861080749,2.0823,0,0,0,0.6675,0.3671,0.4505736842,0,17.6369,0,2.1098,0.1926,0,0,4.6312608579,7.1517232665,2.2134,0,0,0,0,0,0.6796225806,0,28.516,0,0,0.2348,0,0,0.023230622,0.0583545455,4.0912,0,0,0,0,0.7985,0.3284128655,0,9.1832,0,0,0,0,0
CAV1,Plasmablasts,1.1934570136,0.2518780069,0.1914,0.0565139337,0,0,0,0,0,0,0,0,0,30.8608,0.0957,0.3685,0.1057705987,0,1.5553,0,0,0,0,0,0,0,0,0,0,15.0322,0,0,1.3059552279,0.1180059599,0.0477,0,0,0,0,0,0,0,0,0,0,11.1025,0,0,5.814530622,2.2376377778,0.989,0.0793316864,0,0,0,0,0,0,0,0,0,24.2855,0,0
CCDC50,pDCs,105.78681086,69.727416838,1.1922,16.228576785,17.893510487,7.1717,42.4242,23.7855,23.825752941,5.7153007355,12.7018,19.3437,619.6858,32.3312,6.8937,8.755,49.423075222,58.870865185,4.0971,7.9630564068,11.857154084,4.561,51.631,21.4764,24.870115789,4.4807020328,21.4328,15.0083,491.9111,28.2164,18.0039,7.5247,79.589237534,57.629912665,6.3223,8.6178564826,8.2643533438,5.2302,54.2944,24.372,28.02888871,6.0875260415,14.8646,14.9042,591.3794,36.7442,11.6554,10.0356,47.26634067,45.154058384,16.6553,13.584708278,13.235605356,4.4809,47.6166,21.4028,16.180982164,7.3727228829,10.0375,16.2699,630.813,25.4721,8.4698,11.6239
CCDC149,Monocytes C,0.2340751131,0.6367127148,0.2704,0.1861539469,0.0509019531,0.0857,2.3908,13.7013,3.3896466387,0.2202217215,1.9495,0.2135,0.2855,0.0561,0.1309,0.4175,0.1079339063,0.2899858912,0.1347,0.1568851745,0.1951541845,0.1554,2.9614,6.4126,3.0607552632,0.1133881967,0.558,0.3104,1.7753,0.0487,0.1031,0.1074,0.7475238606,0.8447797135,0.1443,0.2058577937,0.1245730134,0.1416,1.352,8.6149,5.5124870968,0.1873945222,0.2247,0.0758,0.1326,0.0081,0.1431,0.0316,0.3367047847,0.9246606061,0.1302,0.158185541,0.1938703634,0.3362,3.7412,15.2924,2.928378655,0.2060072156,2.6307,0.1297,2.5885,0.1831,0.0259,0.2403
CCDC183,pDCs,2.673161086,1.740442268,0.7734,2.5471862337,3.353403742,1.2729,2.9567,1.8218,3.1235336134,6.348220353,1.2427,0.5481,46.9751,0.8842,5.2461,1.8637,1.0162007113,1.3102676125,1.7356,1.4057455679,5.5145221664,2.5716,0.4852,2.2806,1.69165,4.3006032787,0,2.881,34.2561,1.0955,3.1253,2.5644,1.4399530831,2.249552149,1.2014,3.1994347173,0.9750905586,0.88,0.2298,1.3314,0.8824822581,1.7611246765,0,1.5532,49.381,0.8277,1.3778,0.4512,1.1061478469,3.4233480808,0,2.4841012951,2.0629835064,1.7559,1.2431,2.0703,0.7313070175,1.802206631,0.4111,1.5405,46.2462,0.7458,4.4748,3.2069
CCL3L3,Monocytes C,2.372561086,4.8203869416,0.9858,0.6458154886,6.3149457574,10.0783,43.1534,301.6311,79.207034034,0.0876067576,85.2018,7.0147,0,1.0215,12.4099,5.3154,9.9404857143,9.7921309831,0,0.0472464143,1.4180499874,2.5307,50.9281,381.9789,84.759076316,0.0594334426,35.9473,1.9111,7.6834,1.7069,2.3361,1.9068,60.452217962,92.811735989,0.2091,0.4104843663,2.5981107002,0.9908,133.4289,519.7848,156.02899355,0,105.4562,1.5128,0,5.0175,1.7023,1.2133,18.23042201,12.475997374,2.3145,1.8647124786,14.652896838,41.492,49.787,220.611,85.78734269,0.4959472858,72.7779,17.2204,0,1.2283,37.622,36.1511
CCNA1,Basophils LD,0.5669307692,0.4822749141,160.0392,0,0,0,0,0,0.444012605,0,0,0,0,0,0,0,0,1.4105988765,93.9891,0,0,0,0,0,0,0,0.3917,0,0,0.8845,0,0,0.2997957105,1.0428266476,178.2088,0,0,0,0,0,0.2256370968,0,0,0,0,0,0,0,0,0.2639183838,89.9335,0.0624180086,0,0.5422,0,0,0,0,0,0,0,0.1518,0,0
CCNJL,Neutrophils LD,0.83569819,0.6121415808,1.3784,0.622681629,0.0657092565,0.3545,0.8398,0.6333,0.4332457983,0.1691325756,21.9035,5.745,0,0,0.5096,0.0541,0.0401627149,0.3163094418,1.5778,0.4719385672,0.4252861774,0.0415,0.2685,0,0.8687131579,0.4447483279,39.0328,4.4217,0.2644,0.3478,0,0,0.1081745308,0.2513465903,0,0.1089290558,0.321449882,0,0,0,0,0.457982184,27.6868,14.277,0,0.2733,0.4641,0,0.0393177033,0.7956715152,0.6299,0.1132560543,0.1422422133,0,0.3898,0.9789,0.9076909357,0.1502395691,46.2945,8.5663,1.0294,0,0.8288,0.1827
CCR3,Basophils LD,2.8054936652,2.5626061856,3273.7734,3.0661470936,3.2356351551,0.0636,0.6175,0.1982,1.4430584034,0.0285953018,234.9622,4.5283,18.3153,1.6813,0.1539,0.0644,4.5070560166,1.5793951458,3740.5327,1.9515571269,1.7285712239,0.6227,0,0,1.1404394737,0.6769946885,62.2756,2.1792,19.7006,0.8314,2.3595,0.2658,4.3610689008,4.140537765,2227.3391,2.6712080519,0.7216173092,0,0,1.0032,2.1516241935,0.1151982804,49.7072,2.8913,12.9061,4.066,0,0,1.8636301435,0.7724624242,3265.9832,1.7017376276,2.4190613497,0,1.1478,0.5792,1.0422222222,0.0766303324,151.5181,0.1094,20.7823,0.1261,2.5295,0
CCR4,CD4+ effector,0.5642357466,0.9499371134,1.5,43.42228505,4.4936136714,0.4239,0.5779,0.5459,0.7589773109,1.4480910939,1.2114,1.5739,0.7861,0.3153,1.4307,9.128,2.5167117961,0.5044619157,0.7293,43.042132784,4.9775971098,2.4924,0.63,0.4685,0.3181210526,2.2489482623,0.6736,1.0112,0.5944,0.0615,0.8448,3.4045,0.6019557641,1.0721766762,1.4099,41.845307886,4.1032699449,1.5732,0.3921,0.4426,0.7895983871,1.6846762631,0.6159,0.7593,0.3724,0.1205,2.499,1.2637,0.6487397129,0.8260294949,1.2777,46.368769869,6.8530081406,1.3216,0.279,0.7189,0.3155798246,2.9124811759,1.1699,1.092,0.6055,0.1019,1.1834,4.4826
CCR7,Naive T cells,129.70064072,437.57221581,0.994,563.3380931,40.620696225,20.5618,4.9946,0.0588,1.290837395,1604.0301532,0.5196,56.8683,27.4506,0.509,83.8364,218.544,118.59576218,332.08584341,0.2752,531.19627796,14.357993717,30.4825,5.9074,0.4747,0.9445578947,1306.8540016,0.37,22.0731,43.2523,1.0813,38.909,136.298,136.42458418,284.97272086,0.819,536.75098825,7.3326059009,20.9422,11.7207,1.6729,1.1593306452,1361.9522163,0.7491,28.0691,29.6135,0.9433,44.7064,13.4972,92.876930144,372.80034263,0.394,524.01302125,19.75685899,13.0887,1.2513,0.1881,0.5284415205,1601.1304904,0.6695,7.9723,25.4787,0.2986,55.7957,174.9266
CCR8,CD4+ effector,0,0,0,20.772507553,1.2669949122,0,0,0,0,0,0,0,0.1272,0,0,0,0,0.1032659993,0,22.355851618,3.0538353355,0,0,0,0,0,0,0.7786,0,0,4.7547,1.5134,0,0,0,8.6424476228,0.587591188,0,0,0,0,0,0,1.7705,0,0,0.6825,0,0,0,0,21.111666861,10.50781017,0,0,0,0,0,0,0,0,0,1.7868,0
CD1B,mDCs,0,0,0,0,0,0,9.2308,1.0876,0.4612109244,0,0,0,0,0,0,0,0.0726918791,0,0,0,0,0,16.959,1.554,0.4869236842,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6981,1.9631,0.7812919355,0,0,0,0,0,0,0,0,0.0665494949,0,0,0,0,15.7918,0.5306,0.4397833333,0,0,0,0,0,0,0
